fighter,date_of_birth,tuf,r2ufc,dwcs,pride,sf,wec,bmf,hof,country,gender,weightclass,current_rank,current_p4p,peak_rank,peak_p4p,bouts,wins,win_types,losses,loss_types,streak,best_streak,bonus,slot,elo,peak_elo,opp_elo,debut,debut_result,prev_bout,prev_result,next_date,next_opp
Renzo Gracie,1967-03-11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Brazil,male,welterweight,16,16,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,0,3,2580,2572,2912,2010-04-10,L - Matt Hughes,2010-04-10,L - Matt Hughes,NA,NA
Royce Gracie,1966-12-12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Brazil,male,openweight,16,16,-1,16,13,11,0 KO 11 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,11,0,3.9,2676,2696,2223,1993-11-12,W - Art Jimmerson,2006-05-27,L - Matt Hughes,NA,NA
Gerard Gordeau,1956-03-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Netherlands,male,openweight,16,16,16,16,3,2,2 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,2,0,4.3,2172,2300,2100,1993-11-12,W - Teila Tuli,1993-11-12,L - Royce Gracie,NA,NA
Gary Goodridge,1966-01-17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,United States,male,"heavyweight, openweight",16,16,16,16,8,4,3 KO 1 Sub 0 Dec,4,1 KO 3 Sub 0 Dec,1,2,0,4.6,2308,2572,2218,1996-02-16,W - Paul Herrera,1999-03-05,W - Andre Roberts,NA,NA
Takanori Gomi,1978-09-22,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Japan,male,lightweight,16,16,16,16,13,4,2 KO 0 Sub 2 Dec,9,4 KO 4 Sub 1 Dec,-5,2,3,4.8,2435,2847,2722,2010-03-31,L - Kenny Florian,2017-09-22,L - Dong Hyun Ma,NA,NA
Allan Goes,1971-04-20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,16,16,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,0,8,2497,2131,2100,1998-05-15,L - Dan Henderson,1998-05-15,L - Dan Henderson,NA,NA
Tiki Ghosn,1977-02-09,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,United States,male,welterweight,16,16,16,16,4,0,0 KO 0 Sub 0 Dec,4,1 KO 3 Sub 0 Dec,-4,-1,0,4.8,2256,2252,2428,2000-03-10,L - Bob Cook,2004-04-02,L - Chris Lytle,NA,NA
Sean Gannon,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,0,2,2308,2308,2588,2005-10-07,L - Branden Lee Hinkle,2005-10-07,L - Branden Lee Hinkle,NA,NA
Tony Fryklund,1971-03-26,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,United States,male,middleweight,16,16,16,16,4,2,1 KO 1 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,-1,1,0,4.5,2280,2497,2212,1997-07-27,W - Donnie Chappell,2004-10-22,L - Ivan Salaverry,NA,NA
Don Frye,1965-11-23,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,United States,male,openweight,16,16,-1,16,10,9,4 KO 5 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,3,6,0,3.4,2194,2596,2173,1996-02-16,W - Thomas Ramirez,1996-12-07,W - Tank Abbott,NA,NA
Jesse Forbes,1984-10-24,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,"middleweight, light heavyweight",16,16,16,16,3,0,0 KO 0 Sub 0 Dec,3,1 KO 1 Sub 1 Dec,-3,-1,0,10,2530,2452,2425,2006-06-24,L - Matt Hamill,2010-05-29,L - Ryan Jensen,NA,NA
Justin Eilers,1978-06-28,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,heavyweight,16,16,16,16,4,1,1 KO 0 Sub 0 Dec,3,3 KO 0 Sub 0 Dec,-3,1,0,3.2,2587,2651,2636,2004-08-21,W - Mike Kyle,2006-02-04,L - Brandon Vera,NA,NA
Joe Doerksen,1977-10-09,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Canada,male,middleweight,16,16,16,16,9,2,0 KO 2 Sub 0 Dec,7,2 KO 2 Sub 3 Dec,-2,1,0,5.3,2651,2753,2620,2004-08-21,L - Joe Riggs,2010-12-11,L - Dan Miller,NA,NA
Edwin Dewees,1982-08-07,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"middleweight, light heavyweight",16,16,16,16,3,0,0 KO 0 Sub 0 Dec,3,2 KO 1 Sub 0 Dec,-3,-1,0,3.7,2145,2647,2602,2003-09-26,L - Rich Franklin,2006-11-11,L - Jorge Rivera,NA,NA
Tony DeSouza,1974-07-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Peru,male,welterweight,16,16,16,16,6,3,0 KO 2 Sub 1 Dec,3,3 KO 0 Sub 0 Dec,-2,2,0,7.2,2454,2673,2502,2001-05-04,W - Steve Berger,2007-12-29,L - Roan Carneiro,NA,NA
Luke Cummo,1980-04-27,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,16,16,7,3,2 KO 0 Sub 1 Dec,4,0 KO 0 Sub 4 Dec,-2,2,1,5.9,2393,2560,2506,2005-11-05,L - Joe Stevenson,2008-08-09,L - Tamdan McCrory,NA,NA
Marcio Cruz,1978-04-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,heavyweight,16,16,16,16,4,2,1 KO 1 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,2,0,4.8,2686,2553,2673,2005-10-07,W - Keigo Kunihara,2006-12-30,L - Andrei Arlovski,NA,NA
Alberto Crane,1976-07-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-2,-1,0,4,2455,2516,2722,2007-08-25,L - Roger Huerta,2008-01-23,L - Kurt Pellegrino,NA,NA
Patrick Cote,1980-02-29,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,welterweight,16,16,16,16,21,10,4 KO 0 Sub 5 Dec,11,2 KO 3 Sub 6 Dec,-2,4,3,4,2803,2995,2718,2004-10-22,L - Tito Ortiz,2017-04-08,L - Thiago Alves,NA,NA
Wesley Correira,1978-11-11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,heavyweight,16,16,16,16,4,2,2 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-1,2,0,3.2,2246,2726,2511,2002-09-27,L - Tim Sylvia,2004-04-02,L - Andrei Arlovski,NA,NA
Rich Clementi,1976-03-31,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,16,16,10,5,0 KO 3 Sub 2 Dec,5,0 KO 3 Sub 2 Dec,-2,4,0,6.6,2405,2675,2445,2003-02-28,L - Yves Edwards,2009-02-07,L - Gleison Tibau,NA,NA
Dan Christison,1972-04-26,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,heavyweight,16,16,16,16,2,1,0 KO 1 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,1,2,5.5,2684,2653,2603,2006-04-06,W - Brad Imes,2006-07-08,L - Frank Mir,NA,NA
Gil Castillo,1965-10-21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,"welterweight, middleweight",16,16,16,16,3,1,0 KO 0 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,-1,1,0,4.3,2395,2569,2624,2001-09-28,L - Dave Menne,2002-11-22,L - Matt Hughes,NA,NA
Shonie Carter,1972-05-03,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,"welterweight, middleweight",16,16,16,16,6,3,1 KO 0 Sub 2 Dec,3,2 KO 0 Sub 1 Dec,-3,3,0,5.5,2093,2590,2382,2000-03-10,W - Brad Gumm,2006-12-13,L - Marcus Davis,NA,NA
Murilo Bustamante,1966-07-30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Brazil,male,"middleweight, light heavyweight",16,16,-1,16,4,3,1 KO 2 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,2,2,0,2.5,2578,2601,2547,2000-04-14,W - Yoji Anjo,2002-05-10,W - Matt Lindland,NA,NA
Mikey Burnett,1974-04-12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"lightweight, welterweight",16,16,16,16,3,2,1 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,1,1,0,3.3,2328,2395,2265,1998-03-13,W - Eugenio Tadeu,1999-01-08,W - Townsend Saunders,NA,NA
Josh Burkman,1980-10-04,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"welterweight, lightweight",16,16,16,16,19,6,1 KO 1 Sub 4 Dec,12,2 KO 5 Sub 5 Dec,-5,2,2,5.9,2422,2913,2692,2005-11-05,W - Sam Morgan,2018-02-18,L - Alex Morono,NA,NA
Jerry Bohlander,1974-02-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"middleweight, light heavyweight, lightweight",16,16,-1,16,7,5,0 KO 4 Sub 1 Dec,2,2 KO 0 Sub 0 Dec,-1,4,0,3.9,2386,2574,2148,1996-02-16,W - Scott Ferrozzo,1999-01-08,L - Tito Ortiz,NA,NA
Dan Bobish,1970-01-26,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,16,16,2,1,1 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,1,0,7,2523,2397,2442,1997-07-27,W - Brian Johnston,1997-07-27,L - Mark Kerr,NA,NA
Eddie Alvarez,1984-01-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,-1,6,8,4,2 KO 0 Sub 2 Dec,3,2 KO 0 Sub 1 Dec,-1,3,2,2.4,2849,3262,3181,2014-09-27,L - Donald Cerrone,2018-07-28,L - Dustin Poirier,NA,NA
Gilbert Aldana,1977-08-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-2,-1,0,7.5,2418,2450,2612,2006-02-04,L - Paul Buentello,2006-07-08,L - Cheick Kongo,NA,NA
Tank Abbott,1965-04-26,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,16,16,18,8,4 KO 3 Sub 1 Dec,10,3 KO 5 Sub 2 Dec,-4,2,0,3.4,2024,2421,2330,1995-07-14,W - John Matua,2003-11-21,L - Wesley Correira,NA,NA
Dustin Hazelett,1986-04-29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"lightweight, welterweight",16,16,16,16,10,5,0 KO 4 Sub 1 Dec,5,3 KO 2 Sub 0 Dec,-3,3,3,5.8,2510,2837,2617,2006-10-10,L - Tony DeSouza,2010-12-11,L - Mark Bocek,NA,NA
Steve Lopez,1984-07-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,-1,0,8.5,2398,2440,2654,2009-09-19,L - Jim Miller,2010-09-25,L - Waylon Lowe,NA,NA
Tito Ortiz,1975-01-23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,United States,male,light heavyweight,16,16,-1,16,27,15,8 KO 2 Sub 5 Dec,11,4 KO 2 Sub 5 Dec,-3,6,6,1.9,2971,2872,2671,1997-05-30,W - Wes Albritton,2012-07-07,L - Forrest Griffin,NA,NA
Jake Ellenberger,1985-03-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,4,16,21,10,6 KO 1 Sub 3 Dec,11,7 KO 1 Sub 3 Dec,-4,6,5,3.3,2537,3139,2873,2009-09-16,L - Carlos Condit,2018-08-25,L - Bryan Barberena,NA,NA
Igor Pokrajac,1979-01-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Croatia,male,light heavyweight,16,16,16,16,13,4,2 KO 1 Sub 1 Dec,8,2 KO 2 Sub 4 Dec,-4,3,0,6.3,2337,2728,2604,2009-09-19,L - Vladimir Matyushenko,2016-04-10,L - Jan Blachowicz,NA,NA
Vladimir Matyushenko,1971-01-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Belarus,male,light heavyweight,16,16,16,16,12,7,2 KO 1 Sub 4 Dec,5,3 KO 1 Sub 1 Dec,-2,2,0,5.2,2538,2827,2617,2001-06-29,W - Yuki Kondo,2013-01-26,L - Ryan Bader,NA,NA
Marcus Aurelio,1973-08-18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Brazil,male,lightweight,16,16,16,16,6,2,1 KO 1 Sub 0 Dec,4,0 KO 0 Sub 4 Dec,-3,2,0,8.3,2506,2710,2576,2007-08-25,L - Clay Guida,2009-08-29,L - Evan Dunham,NA,NA
Javier Vazquez,1977-04-27,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Cuba,male,featherweight,16,16,16,16,1,1,0 KO 0 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,1,1,0,6,2665,2665,2517,2011-06-26,W - Joe Stevenson,2011-06-26,W - Joe Stevenson,NA,NA
Kyle Kingsbury,1982-03-22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,light heavyweight,16,16,16,16,9,4,1 KO 0 Sub 3 Dec,5,1 KO 1 Sub 3 Dec,-4,4,2,7.4,2395,2696,2577,2008-12-13,L - Tom Lawlor,2014-07-26,L - Patrick Cummins,NA,NA
Razak Al-Hassan,1982-05-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,light heavyweight,16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,-2,-1,0,6.5,2357,2280,2420,2008-12-10,L - Steve Cantwell,2009-10-24,L - Kyle Kingsbury,NA,NA
Eric Schafer,1977-09-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"middleweight, light heavyweight",16,16,16,16,9,3,1 KO 2 Sub 0 Dec,6,3 KO 0 Sub 3 Dec,-4,2,0,6.6,2394,2650,2590,2006-08-26,W - Rob MacDonald,2012-01-20,L - Jorge Rivera,NA,NA
Mike Pierce,1980-09-01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,welterweight,16,16,10,16,14,9,3 KO 1 Sub 5 Dec,5,0 KO 1 Sub 4 Dec,-2,4,0,7.6,2751,3006,2742,2009-09-16,W - Brock Larson,2015-12-11,L - Ryan LaFlare,NA,NA
Roger Huerta,1983-05-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,16,16,8,6,3 KO 1 Sub 2 Dec,2,0 KO 0 Sub 2 Dec,-2,6,3,3.4,2334,2913,2633,2006-09-23,W - Jason Dent,2009-09-16,L - Gray Maynard,NA,NA
Mark Hominick,1982-07-22,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Canada,male,featherweight,16,16,16,16,7,3,1 KO 1 Sub 1 Dec,4,1 KO 0 Sub 3 Dec,-4,3,2,4.3,2376,2736,2576,2006-03-04,W - Yves Edwards,2012-11-17,L - Pablo Garza,NA,NA
Erik Koch,1988-10-04,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,"welterweight, lightweight",16,16,8,16,10,5,2 KO 1 Sub 2 Dec,5,2 KO 0 Sub 3 Dec,1,2,1,7,2640,2787,2630,2011-03-19,W - Raphael Assuncao,2019-07-27,W - Kyle Stewart,NA,NA
Alex Karalexis,1977-09-20,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,welterweight,16,16,16,16,3,1,1 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,-2,1,0,8,2257,2451,2373,2005-04-09,W - Josh Rafferty,2006-01-16,L - Jason Von Flue,NA,NA
Damacio Page,1982-09-30,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,bantamweight,16,16,16,16,3,0,0 KO 0 Sub 0 Dec,3,0 KO 3 Sub 0 Dec,-3,-1,1,5.7,2537,2428,2570,2011-03-03,L - Brian Bowles,2012-07-11,L - Alex Caceres,NA,NA
Rafaello Oliveira,1982-01-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,lightweight,16,16,16,16,8,2,0 KO 0 Sub 2 Dec,6,3 KO 1 Sub 2 Dec,-2,1,0,8.4,2376,2503,2604,2009-09-19,L - Nik Lentz,2014-02-22,L - Erik Koch,NA,NA
Jason Brilz,1975-07-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,light heavyweight,16,16,16,16,7,3,1 KO 0 Sub 2 Dec,4,2 KO 0 Sub 2 Dec,-3,2,1,7.4,2637,2759,2633,2008-09-17,W - Brad Morris,2011-11-19,L - Ryan Bader,NA,NA
Brian Foster,1984-04-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,16,16,5,3,2 KO 1 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,2,2,2,8.2,2753,2601,2585,2009-09-19,L - Rick Story,2010-11-20,W - Matt Brown,NA,NA
Hermes Franca,1974-08-26,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Brazil,male,lightweight,16,16,16,16,11,6,2 KO 2 Sub 2 Dec,5,1 KO 0 Sub 4 Dec,-1,3,4,5.5,2268,2912,2636,2003-04-25,W - Richard Crunkilton,2009-09-19,L - Tyson Griffin,NA,NA
Jason Von Flue,1975-08-01,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,United States,male,welterweight,16,16,16,16,3,1,0 KO 1 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,-2,1,0,6.3,2048,2551,2462,2006-01-16,W - Alex Karalexis,2006-08-17,L - Joe Riggs,NA,NA
Fabricio Werdum,1977-07-30,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,Brazil,male,heavyweight,16,16,-1,4,18,12,4 KO 4 Sub 4 Dec,6,3 KO 0 Sub 3 Dec,1,6,4,2.4,3122,3389,2931,2007-04-21,L - Andrei Arlovski,2020-07-25,W - Alexander Gustafsson,NA,NA
Eiji Mitsuoka,1976-01-01,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Japan,male,"featherweight, lightweight",16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-2,-1,0,9,2444,2523,2609,2012-02-25,L - Takanori Gomi,2012-08-11,L - Nik Lentz,NA,NA
Akihiro Gono,1974-10-07,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Japan,male,welterweight,16,16,16,16,3,1,0 KO 1 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,-2,1,1,7,2405,2730,2786,2007-11-17,W - Tamdan McCrory,2009-01-31,L - Jon Fitch,NA,NA
Jesse Taylor,1983-01-02,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,male,"welterweight, middleweight",16,16,16,16,2,1,0 KO 1 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,1,1,0,4,2617,2942,2620,2008-07-19,L - C.B. Dollaway,2017-07-07,W - Dhiego Lima,NA,NA
Tarec Saffiedine,1986-09-06,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Belgium,male,welterweight,16,16,7,16,6,2,0 KO 0 Sub 2 Dec,4,1 KO 0 Sub 3 Dec,-3,1,1,3,2865,3016,2996,2014-01-04,W - Hyun Gyu Lim,2017-06-17,L - Rafael Dos Anjos,NA,NA
Frank Lester,1984-06-10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Germany,male,welterweight,16,16,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,0,9,2318,2170,2177,2009-06-20,L - Nick Osipczak,2009-06-20,L - Nick Osipczak,NA,NA
DaMarques Johnson,1982-06-28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,16,16,10,4,2 KO 2 Sub 0 Dec,6,2 KO 4 Sub 0 Dec,-3,2,2,6,2204,2701,2615,2009-06-20,L - James Wilks,2012-09-29,L - Gunnar Nelson,NA,NA
Ricardo Lamas,1982-05-21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,featherweight,16,16,2,16,17,11,4 KO 3 Sub 4 Dec,6,3 KO 0 Sub 3 Dec,1,4,3,4.2,2942,3138,2879,2011-06-26,W - Matt Grice,2020-08-29,W - Bill Algeo,NA,NA
Danny Castillo,1979-08-25,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,lightweight,16,16,16,16,14,7,2 KO 0 Sub 5 Dec,7,2 KO 0 Sub 5 Dec,-4,3,1,7.3,2659,2872,2675,2011-03-03,W - Joe Stevenson,2015-12-19,L - Nik Lentz,NA,NA
Leonard Garcia,1979-07-14,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,featherweight,16,16,16,16,9,2,0 KO 1 Sub 1 Dec,7,0 KO 1 Sub 6 Dec,-5,1,3,6.6,2354,2603,2425,2007-04-07,L - Roger Huerta,2013-04-27,L - Cody McKenzie,NA,NA
Mike Russow,1976-11-09,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,16,16,6,4,2 KO 0 Sub 2 Dec,2,2 KO 0 Sub 0 Dec,-2,4,1,5.7,2597,2821,2613,2009-08-29,W - Justin McCully,2013-01-26,L - Shawn Jordan,NA,NA
Cameron Dollar,1987-05-12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,0,10,2401,2257,2335,2009-06-20,L - Jason Dent,2009-06-20,L - Jason Dent,NA,NA
Jason Dent,1980-06-12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,16,16,4,1,0 KO 1 Sub 0 Dec,3,0 KO 1 Sub 2 Dec,-1,1,1,8.5,2344,2444,2498,2006-09-23,L - Roger Huerta,2009-11-21,L - George Sotiropoulos,NA,NA
Duane Ludwig,1978-08-04,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,male,welterweight,16,16,16,16,9,4,1 KO 0 Sub 3 Dec,5,3 KO 2 Sub 0 Dec,-3,2,0,5.4,2408,2657,2643,2003-04-25,W - Genki Sudo,2012-09-29,L - Che Mills,NA,NA
Bryan Caraway,1984-08-04,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,United States,male,bantamweight,16,16,3,16,10,6,0 KO 4 Sub 2 Dec,4,1 KO 0 Sub 3 Dec,-2,2,2,7.8,2847,2880,2720,2011-12-03,W - Dustin Neace,2018-11-30,L - Pedro Munhoz,NA,NA
Dennis Hallman,1975-12-02,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,male,welterweight,16,16,16,16,9,4,1 KO 2 Sub 1 Dec,5,3 KO 0 Sub 2 Dec,1,2,0,6.1,2237,2779,2670,2000-12-16,W - Matt Hughes,2011-12-10,W - John Makdessi,NA,NA
Jorge Gurgel,1977-01-25,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Brazil,male,lightweight,16,16,16,16,7,3,0 KO 0 Sub 3 Dec,4,0 KO 1 Sub 3 Dec,-2,2,2,6.7,2216,2492,2392,2006-06-28,L - Mark Hominick,2008-11-15,L - Aaron Riley,NA,NA
Chase Gormley,1983-08-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,-2,-1,0,10,2291,2487,2498,2009-10-24,L - Stefan Struve,2010-03-21,L - Brendan Schaub,NA,NA
Ben Rothwell,1981-10-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,4,16,17,9,4 KO 3 Sub 2 Dec,8,2 KO 1 Sub 5 Dec,-1,4,3,3.1,2702,3089,2788,2009-10-24,L - Cain Velasquez,2021-11-13,L - Marcos Rogerio de Lima,NA,NA
Frank Trigg,1972-05-07,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,United States,male,welterweight,16,16,16,16,7,2,2 KO 0 Sub 0 Dec,5,2 KO 3 Sub 0 Dec,-4,2,0,3.4,2611,2699,2746,2003-11-21,L - Matt Hughes,2010-02-06,L - Matt Serra,NA,NA
Jorge Santiago,1980-10-09,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Brazil,male,"welterweight, middleweight",16,16,16,16,6,1,1 KO 0 Sub 0 Dec,5,3 KO 0 Sub 2 Dec,-5,1,1,5.2,2546,2784,2651,2006-06-28,W - Justin Levens,2013-02-16,L - Gunnar Nelson,NA,NA
Chris Tuchscherer,1975-09-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,16,16,4,1,0 KO 0 Sub 1 Dec,3,3 KO 0 Sub 0 Dec,-2,1,0,8.5,2426,2701,2540,2009-08-29,L - Gabriel Gonzaga,2011-02-26,L - Mark Hunt,NA,NA
Nate Marquardt,1979-04-20,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,male,middleweight,16,16,16,16,25,13,6 KO 3 Sub 4 Dec,12,5 KO 0 Sub 7 Dec,-3,4,4,3.7,2712,3061,2822,2005-08-06,W - Ivan Salaverry,2017-11-11,L - Cezar Ferreira,NA,NA
Demian Maia,1977-11-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,welterweight,16,16,1,16,33,22,1 KO 11 Sub 10 Dec,11,2 KO 0 Sub 9 Dec,-2,7,8,3.6,3024,3330,2941,2007-10-20,W - Ryan Jensen,2021-06-12,L - Belal Muhammad,NA,NA
Katsunori Kikuno,1981-10-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Japan,male,featherweight,16,16,16,16,5,2,0 KO 1 Sub 1 Dec,3,3 KO 0 Sub 0 Dec,-2,1,0,6.8,2454,2559,2655,2014-01-04,W - Quinn Mulhern,2015-09-26,L - Diego Brandao,NA,NA
