fighter_name,country,date_of_birth,gender,weightclass,peak,peak p4p,bouts,wins,win_type,losses,loss_type,win_pct,best streak,last streak,bonus,peak elo,debut,debut_result,prev_bout,prev_result
Ericka Almeida,🇧🇷,1989-03-05,female,women's strawweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,0,-1,-2,0,2453,2015-05-30,L - Juliana Lima,2015-10-24,L - Aisling Daly
Jamie Moyle,🇺🇸,1989-03-17,female,women's strawweight,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,0.3333333333333333,1,-2,0,2411,2016-12-03,W - Kailin Curran,2018-07-07,L - Emily Whitmire
Khalid Taha,🇩🇪 🇱🇧,1993-02-15,male,"bantamweight, featherweight",16,16,6,1,1 KO 0 Sub 0 Dec,4,1 KO 0 Sub 3 Dec,0.16666666666666666,1,-3,1,2689,2018-07-22,L - Nad Narimani,2022-09-03,L - Cristian Quinonez
Brok Weaver,🇺🇸,1991-12-05,male,lightweight,16,16,3,1,0 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,0.3333333333333333,1,-2,0,2717,2020-02-15,W - Rodrigo Vargas,2020-09-12,L - Jalin Turner
Bevon Lewis,🇺🇸,1991-05-05,male,middleweight,16,16,4,1,0 KO 0 Sub 1 Dec,3,2 KO 0 Sub 1 Dec,0.25,1,-1,0,2615,2018-12-29,L - Uriah Hall,2020-11-07,L - Trevin Giles
Richie Smullen,🇮🇪,1991-08-17,male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,0,-1,-1,0,2399,2018-07-06,L - Luis Pena,2018-07-06,L - Luis Pena
Tyler Diamond,🇺🇸,1991-03-18,male,featherweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,0,-1,-1,0,2566,2018-07-06,L - Bryce Mitchell,2018-07-06,L - Bryce Mitchell
Viacheslav Borshchev,🇷🇺,1992-01-08,male,lightweight,16,16,10,3,2 KO 0 Sub 1 Dec,6,0 KO 2 Sub 4 Dec,0.3,1,-3,3,2702,2022-01-15,W - Dakota Bush,2025-11-15,L - Matheus Camilo
Istela Nunes,🇧🇷,1992-07-23,female,women's strawweight,16,16,5,0,0 KO 0 Sub 0 Dec,5,2 KO 1 Sub 2 Dec,0,-1,-5,0,2457,2021-10-16,L - Ariane Carnelossi,2025-04-05,L - Loma Lookboonmee
Victor Hugo,🇧🇷,1992-11-22,male,"featherweight, bantamweight",16,16,2,1,0 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,0.5,1,-1,0,2857,2024-04-06,W - Pedro Falcao,2024-10-26,L - Farid Basharat
Matthew Lopez,🇺🇸,1987-01-21,male,bantamweight,13,16,6,2,1 KO 0 Sub 1 Dec,4,2 KO 1 Sub 1 Dec,0.3333333333333333,2,-3,0,2854,2016-07-13,L - Rani Yahya,2018-12-08,L - Brad Katona
Andrea Lee,🇺🇸,1989-02-11,female,"women's flyweight, women's flyweight",6,16,14,5,1 KO 1 Sub 3 Dec,9,0 KO 0 Sub 9 Dec,0.35714285714285715,3,-6,2,2766,2018-05-19,W - Veronica Hardy,2025-03-01,L - JJ Aldrich
Anying Wang,🇨🇳,1991-04-04,male,welterweight,16,16,2,1,1 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,0.5,1,-1,0,2372,2014-03-01,W - Albert Cheng,2014-08-22,L - Colby Covington
Zhikui Yao,🇨🇳,1991-02-07,male,"flyweight, bantamweight",16,16,4,1,0 KO 0 Sub 1 Dec,3,1 KO 0 Sub 2 Dec,0.25,1,-2,0,2266,2014-08-22,L - Royston Wee,2016-11-26,L - Jenel Lausa
Jorge de Oliveira,🇧🇷,1985-12-31,male,"lightweight, welterweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,0,-1,-2,0,2187,2014-11-08,L - Dhiego Lima,2015-03-21,L - Christos Giagos
Benito Lopez,🇺🇸,1994-04-06,male,bantamweight,16,16,4,2,0 KO 0 Sub 2 Dec,2,0 KO 2 Sub 0 Dec,0.5,1,-1,0,2755,2017-12-09,W - Albert Morales,2022-11-05,L - Mario Bautista
Oskar Piechota,🇵🇱,1990-01-24,male,middleweight,16,16,6,2,1 KO 0 Sub 1 Dec,3,1 KO 2 Sub 0 Dec,0.3333333333333333,2,0,0,2854,2017-10-21,W - Jonathan Wilson,2020-06-20,NC - Marc-Andre Barriault
Tony Kelley,🇺🇸,1987-01-21,male,"bantamweight, featherweight",16,16,4,2,1 KO 0 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,0.5,2,-1,1,2677,2020-08-15,L - Kai Kamaka III,2022-06-18,L - Adrian Yanez
William Macario,🇧🇷,1991-07-01,male,welterweight,16,16,4,1,0 KO 0 Sub 1 Dec,3,2 KO 1 Sub 0 Dec,0.25,1,-2,0,2750,2013-06-08,L - Leonardo Santos,2015-02-22,L - Matt Dwyer
Don'Tale Mayes,🇺🇸,1992-01-16,male,heavyweight,14,16,12,4,2 KO 0 Sub 2 Dec,7,0 KO 3 Sub 4 Dec,0.3333333333333333,2,-3,0,2719,2019-10-26,L - Ciryl Gane,2025-05-03,L - Thomas Petersen
Jason Novelli,🇺🇸,1979-06-08,male,lightweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,-1,-2,0,2568,2016-08-06,L - David Teymur,2016-11-05,L - Polo Reyes
Justin Jaynes,🇺🇸,1989-08-10,male,"featherweight, lightweight",16,16,5,1,1 KO 0 Sub 0 Dec,4,2 KO 1 Sub 1 Dec,0.2,1,-4,1,2757,2020-06-20,W - Frank Camacho,2021-06-26,L - Charles Rosa
Martin Bravo,🇲🇽,1993-09-21,male,"featherweight, lightweight",16,16,4,1,1 KO 0 Sub 0 Dec,3,2 KO 0 Sub 1 Dec,0.25,1,-3,1,2810,2016-11-05,W - Claudio Puelles,2019-09-21,L - Steven Peterson
Sergey Khandozhko,🇷🇺,1992-05-19,male,welterweight,16,16,3,2,1 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,0.6666666666666666,1,1,1,2779,2019-06-01,W - Rostem Akman,2022-04-23,W - Dwight Grant
Alex Oliveira,🇧🇷,1988-02-21,male,"lightweight, welterweight",13,16,22,11,4 KO 3 Sub 4 Dec,10,2 KO 5 Sub 3 Dec,0.5,3,-4,5,3183,2015-03-21,L - Gilbert Burns,2022-03-05,L - Kevin Holland
Aspen Ladd,🇺🇸,1995-03-01,female,"women's bantamweight, women's featherweight, women's bantamweight",2,9,7,4,3 KO 0 Sub 1 Dec,3,1 KO 0 Sub 2 Dec,0.5714285714285714,3,-2,2,2907,2017-10-21,W - Lina Lansberg,2022-04-09,L - Raquel Pennington
Timur Valiev,🇷🇺,1990-01-19,male,"bantamweight, featherweight",16,16,4,2,0 KO 0 Sub 2 Dec,1,0 KO 0 Sub 1 Dec,0.5,2,-1,1,3093,2020-08-22,NC - Trevin Jones,2022-03-19,L - Jack Shore
Gabriel Silva,🇧🇷,1994-08-23,male,bantamweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,0,-1,-2,1,2627,2019-07-20,L - Ray Borg,2020-02-29,L - Kyler Phillips
Karl Roberson,🇺🇸,1990-10-04,male,"middleweight, light heavyweight",16,16,10,4,0 KO 2 Sub 2 Dec,6,2 KO 4 Sub 0 Dec,0.4,2,-4,0,2866,2017-11-11,W - Darren Stewart,2022-07-09,L - Kennedy Nzechukwu
Tim Johnson,🇺🇸,1985-03-13,male,heavyweight,12,16,7,4,1 KO 0 Sub 3 Dec,3,1 KO 0 Sub 2 Dec,0.5714285714285714,1,1,1,2832,2015-04-04,W - Shamil Abdurakhimov,2018-02-03,W - Marcelo Golm
Marco Beltran,🇲🇽,1986-05-18,male,"flyweight, bantamweight",16,16,6,3,0 KO 1 Sub 2 Dec,3,1 KO 1 Sub 1 Dec,0.5,3,-3,0,2664,2014-11-15,W - Marlon Vera,2017-10-07,L - Matt Schnell
Jose Torres,🇺🇸,1992-08-02,male,flyweight,16,16,2,1,1 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,0.5,1,-1,0,2872,2018-06-01,W - Jarred Brooks,2018-08-04,L - Alex Perez
Izabela Badurek,🇵🇱,1991-07-11,female,women's strawweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,0,-1,-1,0,2278,2015-04-11,L - Aleksandra Albu,2015-04-11,L - Aleksandra Albu
Guram Kutateladze,🇬🇪 🇸🇪,1992-01-08,male,lightweight,16,16,5,2,0 KO 0 Sub 2 Dec,3,1 KO 0 Sub 2 Dec,0.4,1,-1,2,2943,2020-10-17,W - Mateusz Gamrot,2025-03-22,L - Kaue Fernandes
Lina Lansberg,🇸🇪,1982-03-13,female,"women's bantamweight, women's bantamweight",10,16,11,4,0 KO 0 Sub 4 Dec,7,2 KO 1 Sub 4 Dec,0.36363636363636365,2,-4,0,2733,2016-09-24,L - Cris Cyborg,2023-02-18,L - Mayra Bueno Silva
Augusto Sakai,🇧🇷,1991-05-19,male,heavyweight,8,16,9,5,2 KO 0 Sub 3 Dec,4,4 KO 0 Sub 0 Dec,0.5555555555555556,4,1,0,2986,2018-09-22,W - Chase Sherman,2023-02-25,W - Don'Tale Mayes
Luan Chagas,🇧🇷,1993-06-17,male,welterweight,16,16,4,1,0 KO 1 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,0.25,1,-1,1,2767,2016-05-14,D - Sergio Moraes,2018-04-21,L - Siyar Bahadurzada
Darren Stewart,🇬🇧 🏴󠁧󠁢󠁥󠁮󠁧󠁿,1990-12-30,male,"middleweight, light heavyweight",16,16,14,5,2 KO 1 Sub 2 Dec,7,1 KO 2 Sub 4 Dec,0.35714285714285715,3,-2,3,2776,2016-11-20,NC - Francimar Barroso,2021-08-28,L - Dustin Jacoby
Felipe Silva,🇧🇷,1984-08-05,male,lightweight,16,16,3,1,1 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,0.3333333333333333,1,-2,0,2730,2016-08-27,W - Shane Campbell,2018-05-19,L - Claudio Puelles
Sage Northcutt,🇺🇸,1996-03-01,male,"lightweight, welterweight",16,16,8,6,2 KO 1 Sub 3 Dec,2,0 KO 2 Sub 0 Dec,0.75,3,3,0,2808,2015-10-03,W - Francisco Trevino,2018-07-14,W - Zak Ottow
Roberto Sanchez,🇺🇸,1986-03-05,male,flyweight,16,16,3,1,0 KO 1 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,0.3333333333333333,1,-1,0,2748,2017-08-05,L - Joseph Morales,2018-09-08,L - Jarred Brooks
Oliver Enkamp,🇸🇪,1991-08-10,male,welterweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,-1,-2,0,2495,2017-05-28,L - Nordine Taleb,2018-03-17,L - Danny Roberts
Boston Salmon,🇺🇸,1990-11-20,male,bantamweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,0,-1,-2,0,2518,2019-04-13,L - Khalid Taha,2019-10-18,L - Randy Costa
Levan Makashvili,🇬🇪,1989-01-07,male,featherweight,16,16,3,1,0 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,0.3333333333333333,1,0,0,2756,2015-05-16,W - Mark Eddiva,2016-01-30,D - Damon Jackson
Mana Martinez,🇺🇸,1996-03-25,male,bantamweight,16,16,4,2,0 KO 0 Sub 2 Dec,2,0 KO 0 Sub 2 Dec,0.5,1,-1,0,2624,2021-08-28,W - Guido Cannetti,2023-03-04,L - Cameron Saaiman
Kailin Curran,🇺🇸,1991-04-11,female,women's strawweight,16,16,7,1,0 KO 1 Sub 0 Dec,6,1 KO 2 Sub 3 Dec,0.14285714285714285,1,-4,1,2276,2014-11-22,L - Paige VanZant,2017-11-25,L - Yan Xiaonan
Livinha Souza,🇧🇷,1991-03-11,female,"women's strawweight, women's strawweight",15,16,6,3,0 KO 1 Sub 2 Dec,3,1 KO 0 Sub 2 Dec,0.5,2,-2,0,2870,2018-09-22,W - Alex Chambers,2021-10-23,L - Randa Markos
Terrence Mitchell,🇺🇸,1989-12-30,male,bantamweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,0,-1,-2,0,2412,2023-07-08,L - Cameron Saaiman,2023-09-16,L - Raul Rosas Jr.
Fernie Garcia,🇲🇽 🇺🇸,1992-04-12,male,"bantamweight, featherweight",16,16,4,0,0 KO 0 Sub 0 Dec,4,1 KO 0 Sub 3 Dec,0,-1,-4,0,2472,2022-05-07,L - Journey Newson,2024-02-10,L - Hyder Amil
Emil Weber Meek,🇳🇴,1988-08-20,male,welterweight,16,16,4,1,0 KO 0 Sub 1 Dec,3,0 KO 0 Sub 3 Dec,0.25,1,-3,0,2841,2016-12-10,W - Jordan Mein,2020-02-22,L - Jake Matthews
Jared Gooden,🇺🇸,1993-12-05,male,welterweight,16,16,7,2,1 KO 1 Sub 0 Dec,5,0 KO 0 Sub 5 Dec,0.2857142857142857,1,-1,1,2765,2020-11-21,L - Alan Jouban,2024-10-12,L - Chidi Njokuani
Joey Gomez,🇺🇸,1986-07-21,male,bantamweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,-1,-2,0,2584,2016-01-17,L - Rob Font,2016-09-17,L - Jose Alberto Quinonez
Oluwale Bamgbose,🇳🇬,1987-08-04,male,middleweight,16,16,5,1,1 KO 0 Sub 0 Dec,4,3 KO 0 Sub 1 Dec,0.2,1,-3,0,2648,2015-08-08,L - Uriah Hall,2017-12-16,L - Alessio Di Chirico
Bartosz Fabinski,🇵🇱,1986-04-26,male,"welterweight, middleweight",16,16,6,3,0 KO 0 Sub 3 Dec,3,0 KO 3 Sub 0 Dec,0.5,3,-3,0,2870,2015-04-11,W - Garreth McLellan,2021-04-17,L - Gerald Meerschaert
Marcin Bandel,🇵🇱,1989-10-10,male,lightweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,0,-1,-2,0,2554,2014-10-03,L - Mairbek Taisumov,2015-04-11,L - Stevie Ray
Bentley Syler,🇧🇴,1985-12-22,male,flyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,0,-1,-1,0,2259,2015-03-21,L - Fredy Serrano,2015-03-21,L - Fredy Serrano
Henry Cejudo,🇺🇸,1987-02-09,male,"flyweight, bantamweight",-1,3,16,10,4 KO 0 Sub 6 Dec,6,1 KO 0 Sub 5 Dec,0.625,6,-4,4,3425,2014-12-13,W - Dustin Kimura,2025-12-06,L - Payton Talbott
Tom Duquesnoy,🇫🇷,1993-06-21,male,bantamweight,16,16,3,2,1 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,0.6666666666666666,1,1,0,2855,2017-04-15,W - Patrick Williams,2018-03-17,W - Terrion Ware
Teemu Packalen,🇫🇮,1987-05-22,male,lightweight,16,16,4,1,0 KO 1 Sub 0 Dec,3,2 KO 0 Sub 1 Dec,0.25,1,-2,1,2577,2015-07-18,L - Mickael Lebout,2019-09-07,L - Ottman Azaitar
Zarrukh Adashev,🇺🇿,1992-07-29,male,"flyweight, bantamweight",16,16,4,1,0 KO 0 Sub 1 Dec,3,2 KO 0 Sub 1 Dec,0.25,1,-1,0,2429,2020-06-13,L - Tyson Nam,2022-06-04,L - Ode Osbourne
Masio Fullen,🇲🇽,1987-10-06,male,featherweight,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 1 Sub 1 Dec,0.3333333333333333,1,-2,0,2141,2015-02-28,W - Alexander Torres,2016-01-30,L - Alex Caceres
Nate Maness,🇺🇸,1991-06-27,male,"flyweight, bantamweight, featherweight",16,16,7,5,2 KO 1 Sub 2 Dec,2,0 KO 1 Sub 1 Dec,0.7142857142857143,3,2,3,2945,2020-08-01,W - Johnny Munoz,2024-06-15,W - Jimmy Flick
Jessica-Rose Clark,🇦🇺,1987-11-28,female,"women's flyweight, women's bantamweight, women's flyweight",7,16,9,4,1 KO 0 Sub 3 Dec,5,0 KO 3 Sub 2 Dec,0.4444444444444444,2,-3,0,2587,2017-11-18,W - Bec Rawlings,2023-05-13,L - Tainara Lisboa
Tony Sims,🇺🇸,1985-10-14,male,"lightweight, welterweight",16,16,3,1,1 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,0.3333333333333333,1,-2,0,2746,2015-06-27,W - Steve Montgomery,2016-01-02,L - Abel Trujillo
Cain Carrizosa,🇺🇸,1986-07-22,male,lightweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,0,-1,-2,0,2428,2014-08-30,L - Chris Wade,2015-03-21,L - Leonardo Mafra
Nolan Ticman,🇺🇸,1988-05-17,male,"flyweight, bantamweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,0,-1,-2,0,2158,2014-08-16,L - Frankie Saenz,2015-05-16,L - Zhikui Yao
Jordan Johnson,🇺🇸,1988-11-18,male,"middleweight, light heavyweight",15,16,4,4,0 KO 1 Sub 3 Dec,0,0 KO 0 Sub 0 Dec,1,4,4,0,2855,2017-01-28,W - Luis Henrique da Silva,2018-09-15,W - Adam Yandiev
Andy Enz,🇺🇸,1991-08-15,male,middleweight,16,16,3,0,0 KO 0 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,0,-1,-3,0,2436,2014-02-01,L - Clint Hester,2015-01-31,L - Thiago Santos
Journey Newson,🇺🇸,1989-03-07,male,bantamweight,16,16,6,1,0 KO 0 Sub 1 Dec,4,1 KO 1 Sub 2 Dec,0.16666666666666666,1,-2,0,2620,2019-06-29,L - Ricardo Ramos,2023-04-29,L - Marcus McGhee
Westin Wilson,🇺🇸,1989-01-24,male,featherweight,16,16,4,1,0 KO 1 Sub 0 Dec,3,3 KO 0 Sub 0 Dec,0.25,1,-1,0,2423,2023-07-01,L - Joanderson Brito,2025-08-23,L - Yizha
Glaico Franca,🇧🇷,1991-02-28,male,lightweight,16,16,3,1,0 KO 1 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,0.3333333333333333,1,-2,0,2746,2015-08-01,W - Fernando Bruno,2016-09-24,L - Gregor Gillespie
Antonio Trocoli,🇧🇷,1990-12-06,male,middleweight,16,16,4,0,0 KO 0 Sub 0 Dec,4,1 KO 2 Sub 1 Dec,0,-1,-4,0,2457,2024-06-22,L - Shara Magomedov,2026-03-21,L - Mantas Kondratavicius
Danielle Taylor,🇺🇸,1989-10-25,female,women's strawweight,16,16,5,2,0 KO 0 Sub 2 Dec,3,0 KO 0 Sub 3 Dec,0.4,2,-2,0,2595,2016-08-06,L - Maryna Moroz,2018-08-04,L - Zhang Weili
Richardson Moreira,🇧🇷,1984-03-31,male,"middleweight, heavyweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,-1,-2,0,2351,2014-05-31,L - Marcos Rogerio de Lima,2015-01-31,L - Ildemar Alcantara
Jonathan Pearce,🇺🇸,1992-05-01,male,"featherweight, lightweight",15,16,9,5,2 KO 1 Sub 2 Dec,4,1 KO 2 Sub 1 Dec,0.5555555555555556,5,-3,1,2978,2019-10-18,L - Joe Lauzon,2024-10-12,L - Pat Sabatini
Kris Moutinho,🇵🇹 🇺🇸,1992-08-09,male,bantamweight,16,16,4,0,0 KO 0 Sub 0 Dec,4,3 KO 0 Sub 1 Dec,0,-1,-4,1,2547,2021-07-10,L - Sean O'Malley,2026-02-28,L - Cristian Quinonez
Albert Tumenov,🇷🇺,1991-12-26,male,welterweight,13,16,8,5,3 KO 0 Sub 2 Dec,3,0 KO 2 Sub 1 Dec,0.625,5,-2,1,2944,2014-02-15,L - Ildemar Alcantara,2016-10-08,L - Leon Edwards
Omari Akhmedov,🇷🇺,1987-10-12,male,"welterweight, middleweight",11,16,15,9,2 KO 1 Sub 6 Dec,5,2 KO 1 Sub 2 Dec,0.6,3,-1,2,3084,2013-11-09,W - Thiago Perpetuo,2021-07-10,L - Brad Tavares
Jarred Brooks,🇺🇸,1993-05-02,male,flyweight,16,16,4,2,0 KO 0 Sub 2 Dec,2,1 KO 0 Sub 1 Dec,0.5,1,1,0,2776,2017-07-29,W - Eric Shelton,2018-09-08,W - Roberto Sanchez
Josh Copeland,🇺🇸,1982-10-20,male,heavyweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,-1,-2,0,2623,2014-11-22,L - Ruslan Magomedov,2015-03-14,L - Jared Rosholt
Jordan Espinosa,🇺🇸,1989-11-08,male,"flyweight, bantamweight",8,16,6,2,0 KO 0 Sub 2 Dec,4,0 KO 2 Sub 2 Dec,0.3333333333333333,1,-2,0,2809,2019-03-23,W - Eric Shelton,2021-03-06,L - Tim Elliott
Jesse Butler,🇺🇸,1992-05-24,male,"bantamweight, lightweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,-1,-2,0,2577,2023-06-03,L - Jim Miller,2024-06-08,L - Brad Katona
Abdul-Kerim Edilov,🇷🇺,1991-11-25,male,light heavyweight,16,16,1,1,1 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,1,0,2749,2017-09-02,W - Bojan Mihajlovic,2017-09-02,W - Bojan Mihajlovic
Konstantin Erokhin,🇷🇺,1983-01-02,male,heavyweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,0,-1,-2,0,2615,2015-01-24,L - Viktor Pesta,2015-12-11,L - Gabriel Gonzaga
Juliana Lima,🇧🇷,1982-03-15,female,"women's strawweight, women's strawweight",11,16,7,3,0 KO 0 Sub 3 Dec,4,0 KO 1 Sub 3 Dec,0.42857142857142855,2,-2,0,2620,2014-07-26,L - Joanna Jedrzejczyk,2018-01-27,L - Randa Markos
Rob Wilkinson,🇦🇺,1992-02-22,male,middleweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,0,-1,-2,0,2669,2017-09-02,L - Siyar Bahadurzada,2018-02-10,L - Israel Adesanya
Callan Potter,🇦🇺,1984-09-06,male,"lightweight, welterweight",16,16,3,1,0 KO 0 Sub 1 Dec,2,2 KO 0 Sub 0 Dec,0.3333333333333333,1,-1,0,2626,2019-02-09,L - Jalin Turner,2020-02-22,L - Song Kenan
Austin Arnett,🇺🇸,1991-10-22,male,featherweight,16,16,4,1,0 KO 0 Sub 1 Dec,3,1 KO 0 Sub 2 Dec,0.25,1,-1,0,2572,2018-01-27,L - Cory Sandhagen,2019-02-09,L - Shane Young
Damon Jackson,🇺🇸,1988-08-08,male,"featherweight, lightweight",16,16,14,6,1 KO 2 Sub 3 Dec,6,2 KO 2 Sub 2 Dec,0.42857142857142855,4,-2,2,3084,2014-08-30,L - Yancy Medeiros,2024-11-16,L - Jim Miller
Tucker Lutz,🇺🇸,1994-07-12,male,featherweight,16,16,4,1,0 KO 0 Sub 1 Dec,3,0 KO 1 Sub 2 Dec,0.25,1,-3,0,2841,2021-05-15,W - Kevin Aguilar,2023-07-15,L - Melsik Baghdasaryan
Andrew Sanchez,🇺🇸,1988-04-08,male,"middleweight, light heavyweight",16,16,10,5,1 KO 0 Sub 4 Dec,5,4 KO 0 Sub 1 Dec,0.5,2,-2,1,2976,2016-07-08,W - Khalil Rountree Jr.,2021-10-16,L - Bruno Silva
Louis Smolka,🇺🇸,1991-07-16,male,"flyweight, bantamweight",9,16,17,8,4 KO 2 Sub 2 Dec,9,2 KO 3 Sub 4 Dec,0.47058823529411764,4,-2,3,2913,2014-01-15,W - Alp Ozkilic,2022-05-14,L - Davey Grant
Chris Heatherly,🇺🇸,1987-11-24,male,welterweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,0,-1,-2,0,2433,2014-08-23,L - Ben Saunders,2014-11-15,L - Augusto Montano
Rafael Alves,🇧🇷,1990-11-14,male,lightweight,16,16,4,1,0 KO 1 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,0.25,1,-2,0,2864,2021-05-22,L - Damir Ismagulov,2023-02-25,L - Nurullo Aliev
Alex Nicholson,🇺🇸,1990-05-02,male,"middleweight, light heavyweight",16,16,4,1,1 KO 0 Sub 0 Dec,3,1 KO 1 Sub 1 Dec,0.25,1,-2,0,2642,2016-02-06,L - Misha Cirkunov,2017-05-28,L - Jack Hermansson
Christos Giagos,🇬🇷 🇺🇸,1990-01-23,male,lightweight,16,16,14,6,1 KO 2 Sub 3 Dec,8,2 KO 4 Sub 2 Dec,0.42857142857142855,2,-2,2,2872,2014-10-25,L - Gilbert Burns,2024-04-06,L - Ignacio Bahamondes
Jason Gonzalez,🇺🇸,1986-02-06,male,lightweight,16,16,4,1,0 KO 1 Sub 0 Dec,3,1 KO 2 Sub 0 Dec,0.25,1,-2,1,2648,2016-09-10,L - Drew Dober,2019-04-27,L - Jim Miller
Saparbeg Safarov,🇷🇺,1986-10-14,male,"middleweight, light heavyweight",16,16,4,1,0 KO 0 Sub 1 Dec,3,1 KO 2 Sub 0 Dec,0.25,1,-1,1,2643,2016-12-09,L - Gian Villante,2020-03-07,L - Rodolfo Vieira
CJ Vergara,🇺🇸,1991-06-18,male,flyweight,16,16,8,3,1 KO 0 Sub 2 Dec,5,1 KO 2 Sub 2 Dec,0.375,2,-3,1,2653,2021-11-06,L - Ode Osbourne,2025-03-29,L - Edgar Chairez
Jamie Pickett,🇺🇸,1988-08-29,male,middleweight,16,16,9,2,0 KO 0 Sub 2 Dec,7,2 KO 2 Sub 3 Dec,0.2222222222222222,2,-5,0,2669,2020-12-19,L - Tafon Nchukwi,2024-03-02,L - Eryk Anders
Ronnie Lawrence,🇺🇸,1992-06-13,male,bantamweight,16,16,4,2,1 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,0.5,2,0,1,2769,2021-02-27,W - Vince Cachero,2023-06-17,NC - Dan Argueta
Andre Muniz,🇧🇷,1990-02-17,male,middleweight,10,16,10,6,0 KO 3 Sub 3 Dec,4,3 KO 1 Sub 0 Dec,0.6,5,-2,1,3177,2019-11-16,W - Antonio Arroyo,2025-10-04,L - Edmen Shahbazyan
Joanna Jedrzejczyk,🇵🇱,1987-08-18,female,"women's strawweight, women's flyweight, women's strawweight, women's flyweight",-1,5,15,10,2 KO 0 Sub 8 Dec,5,2 KO 0 Sub 3 Dec,0.6666666666666666,8,-2,3,3092,2014-07-26,W - Juliana Lima,2022-06-11,L - Zhang Weili
Christian Colombo,🇩🇰,1980-01-07,male,heavyweight,16,16,3,0,0 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,0,0,-2,0,2620,2016-09-03,D - Jarjis Danho,2017-10-28,L - Marcelo Golm
Viktor Pesta,🇨🇿,1990-07-15,male,heavyweight,16,16,5,1,0 KO 0 Sub 1 Dec,4,2 KO 1 Sub 1 Dec,0.2,1,-3,0,2656,2014-05-30,L - Ruslan Magomedov,2017-01-15,L - Aleksei Oleinik
Shane Burgos,🇺🇸,1991-03-19,male,featherweight,9,16,11,8,2 KO 1 Sub 5 Dec,3,2 KO 0 Sub 1 Dec,0.7272727272727273,3,2,4,2985,2016-12-09,W - Tiago Trator,2022-07-16,W - Charles Jourdain
Warlley Alves,🇧🇷,1991-01-04,male,"welterweight, middleweight",16,16,16,8,3 KO 3 Sub 2 Dec,8,3 KO 1 Sub 4 Dec,0.5,4,-4,3,2925,2014-05-31,W - Marcio Alexandre Jr.,2024-05-18,L - Abus Magomedov
